"PRPTY_LOCTN_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","LOCTN_LABEL_1","LOCTN_LABEL_2","LOCTN_LABEL_2_ORIG","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
PORTERS LAKE,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0M 0G0,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0M0S0,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0N,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1H,"200001","999912",AB,Lethbridge,Lethbridge,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1Z,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0N 1P0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0P1H0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0P1M0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0X,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J1R,"200001","999912",QC,Sherbrooke,Sherbrooke,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2K,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2M,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L0V,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2C,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2E,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2V,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2X,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-François-de-l'Île-d'Orléans,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SAINT-HUBERT,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Mathieu,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Mathieu-de-Beloeil,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4K,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4X,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5C,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5L,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5R,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6C,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
FARNHAM,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 3K0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J9Z,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L2P,"200001","999912",ON,St. Catharines - Niagara,St. Catharines - Niagara,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3B,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L3Y,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4E,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4R,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M3A,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M5K,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BRADFORD,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BRANTFORD,"200001","999912",ON,Brantford,Brantford,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BRIDGEWATER,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BROWNSBURG-CHATHAM,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1A,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1J,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1P,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1W,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3M,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3S,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T4J,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T4N,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5E,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5S,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T6P,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V7C,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S6J,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SAINT-ETIENNE-DE-LAUZON,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1J,"200001","999912",AB,Lethbridge,Lethbridge,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T2S,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T2W,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3C,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3J,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3L,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MANIWAKI,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4W,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5P,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5R,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Richmond Hill,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Ritchot,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S0E,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4R,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4V,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WILLIAMS LAKE,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G3K,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5M,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5V,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5Z,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J4K,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J4V,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J4Z,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
CAMPBELLTON,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Cantley,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Capilano,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Cole Bay 3,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Denholm,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0E,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G7Z,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G8H,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G9N,"200001","999912",QC,Trois-Rivieres,Trois-Rivières,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1C,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1N,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H2K,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H2V,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8C,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8E,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8N,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Rosser,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
ROTHESAY,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S0K,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4S,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4X,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0J,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1S,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T2E,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5V,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5C,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5T,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G6H,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G7G,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G8J,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0L 1B0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0L 1N0,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SUMMERSIDE,"200001","999912",PE,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Surrey,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SUSSEX,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SWIFT CURRENT,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
VEGREVILLE,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WALLACEBURG,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WHITECOURT,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WHITEHORSE,"200001","999912",YT,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Chippewas of Georgina Island First Nation,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
CLARENVILLE,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Deux-Montagnes,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E2H,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E2J,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6A,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6J,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E7G,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L0R,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L1H,"200001","999912",ON,Oshawa,Oshawa,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L1N,"200001","999912",ON,Oshawa,Oshawa,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M1V,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M2L,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M4B,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M4L,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M4Y,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3N,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H4G,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H5B,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H7L,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H8R,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PRINCE RUPERT,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R0E,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R0L,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V3V,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V4C,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V4P,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V5E,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A0C,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1S,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1Y,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A2N,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6V,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L7J,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L7S,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9Z,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M8W,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MAPLE,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MCADAM,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
McMillan Island 6,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Russell,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
ST-HYACINTHE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Stoneham-et-Tewkesbury,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
STONEY CREEK,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0L,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0R 1C0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0V,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5M,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5Z,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T6R,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T9A,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T9V,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B3L,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
BAIE-SAINT-PAUL QC,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Becher Bay 1,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Capilano 5,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Capital H (Part 1),"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Charlemagne,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
CHRISTMAS ISLAND,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
COBOURG,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L5M,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6E,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6G,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6X,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L7M,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L8G,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L8J,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9B,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3Y,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4T,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N5Y,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P6A,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P6C,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P7K,"200001","999912",ON,Thunder Bay,Thunder Bay,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PERTH,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PORTUGAL COVE-ST PHILIPS,"200001","999912",NL,St. Johns,St. John's,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1B,"200001","999912",NL,St. Johns,St. John's,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1H,"200001","999912",NL,St. Johns,St. John's,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1W,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Airdrie,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Ajax,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
AMHERSTBURG,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
CRANBROOK,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Delson,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M1X,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N6C,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N6E,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N7M,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N8H,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NAVAN,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NEPEAN,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
New Songhees,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5S,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5T,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6L,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G3Z,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G4A,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G4W,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5R,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G6B,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E9E,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E9G,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
EDSON,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 3W0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 4S0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0A 4V0,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G0N,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
